通し番号,見出し,表記,品詞,語種,語彙配当,国語研,初級500語,七種対照,工藤,木幡,玉村
99200,ほころぶ,×綻ぶ,五自,W,1,,,,,○,
99210,ポサダ,,名,G,,,,,,○,
99220,ほし,星,名,W,1,◎,○,○,○,○,○
99230,ほじ,保持,名・ス他,K,3,,,○,,,
99240,ほしい,欲しい,形,W,1,◎,,○,○,○,○
99250,ほしがき,干し×柿・△乾し×柿,名,W,1,,,,,○,
99260,ほしがる,欲しがる,五他,W,1,,,,,○,
99270,ほしくさ,干し草・△乾し草,名,W,2,,,,,○,
99280,ほしぶどう,干し×葡×萄・△乾し×葡×萄,名,H,2,,,,,○,
99290,ほしもの,干し物・△乾し物,名,W,2,○,,,,,
99300,ほしゅ,保守,名・ス他,K,3,○,,,,,
99310,ぼしゅう,募集,名・ス他,K,2,◎,,○,○,,○
99320,ほじょ,補助,名・ス他,K,2,,,○,,,
99330,ほしょう,保証,名・ス他,K,3,○,,○,,,○
99340,ほしょう,保障,名・ス他,K,3,○,,○,,,○
99350,ほしょう,補償,名・ス他,K,3,○,,○,,,○
99360,ほしょうにん,保証人,名,K,3,○,,,,,
99370,ほじる,,五他,W,2,,,○,○,○,
99380,ほす,干す・△乾す,五他,W,1,◎,,○,○,○,○
99390,ボス,boss,名,G,3,,,,○,○,
99400,ポスター,poster,名,G,1,○,,,○,○,
99410,ポスト,post,名,G,1,,,○,○,○,○
99420,ほそい,細い,形,W,1,◎,○,○,○,○,○
99430,ほそう,×舗装・×鋪装,名・ス他,K,3,,,,,○,
99440,ほそながい,細長い,形,W,1,○,,,○,○,
99450,ほそめる,細める,下一他,W,1,,,,,○,
99460,ほそる,細る,五自,W,1,,,○,,○,
99470,ほぞん,保存,名・ス他,K,2,◎,,○,○,,○
99480,ほたる,蛍,名,W,1,○,,,○,○,
99490,ボタン,〔葡〕bota～o,名,G,1,◎,,○,○,○,○
99500,ぼたん,×牡丹,名,K,1,,,,,○,
99510,ぼたんゆき,×牡丹雪,名,H,1,,,,○,○,
99520,ぼち,墓地,名,K,2,○,,,,,
99530,ぽち,〔固〕,名,W,,,,,,○,
99540,ほちょうき,補聴器,名,K,,,,,○,○,
99550,ほっかいどう,北海道,名,K,2,○,,○,○,○,
99560,ぽっかり,,副,W,1,,,○,,○,
99570,ほっきょく,北極,名,K,2,○,,,○,○,
99580,ほっきょくぎつね,北極×狐,名,H,,,,,,○,
99590,ホック,〔蘭〕hoek,名,G,2,,,,○,○,
99600,ほっそく,発足,名・ス自,K,3,○,,,,,
99610,ほったらかす,,五他,W,1,,,,○,○,
99620,ぼっちゃん,坊っちゃん,名,H,1,○,,○,,○,○
99630,ほっと,,副・ス自,W,1,○,,○,○,○,
99640,ポット,pot,名,G,1,,,,○,○,
99650,ホットケーキ,hot cake,名,G,,,,,○,○,
99660,ホットドッグ,〔米〕hot dog,名,G,3,,,,○,○,
99670,ポップコーン,popcorn,名,G,,,,,○,○,
99680,ほっぺた,,名,W,1,,,,○,○,
99690,ぽつぽつ,,副,W,1,,,○,,,
99700,ぽつりぽつりと,,副,W,,,,,○,○,
99710,ぽつん,,副,W,1,,,,,○,
99720,ポテトフライ,potato fry,名,G,,,,,○,○,
99730,ホテル,hotel,名,G,1,◎,○,○,○,○,○
99740,ほてる,火照る・△熱る,五自,W,2,,,,○,○,
99750,ほど,歩度,名,K,1,,,,,○,
99760,ほど,程,名・副助,W,1,◎,,○,○,○,○
99770,ほどう,歩道,名,K,2,○,,○,○,○,○
99780,ほどうきょう,歩道橋,名,K,,,,,○,○,
99790,ほどく,△解く,五他,W,1,○,,○,○,○,○
99800,ほとけ,仏,名,W,1,◎,,○,○,○,○
99810,ほどける,△解ける,下一自,W,1,,,,○,○,
99820,ボドさん,,名,H,,,,,,○,
99830,ぼとぼとぽんぽろ,〔雨の音〕,副,W,,,,,,○,
99840,ほとり,△辺,名,W,1,,,,,,○
99850,ほとんど,×殆ど,名・副,W,1,◎,,○,○,○,○
99860,ほね,骨,名,W,1,◎,,○,○,○,○
99870,ほねおる,骨折る,五自,W,1,,,○,,,
99880,ほねぐみ,骨組み,名,W,2,,,,○,○,
99890,ほのお,炎・×焔,名,W,1,○,,○,○,○,○
99900,ホバークラフト,hovercraft,名,G,,,,,○,○,
99910,ポピ,〔固〕,名,G,,,,,,○,
99920,ほほ,×頬,名,W,2,◎,,,○,○,
99930,ほぼ,△略・△粗,副,W,2,○,,○,,,
99940,ほほえむ,〈微笑む〉,五自,W,1,○,,○,○,○,○
99950,ポマード,pomade,名,G,3,,,○,,,
99960,ほめる,褒める・△誉める,下一他,W,1,◎,,○,○,○,○
99970,ぼやける,,下一自,W,2,,,,○,○,
99980,ほら,,感,W,1,○,,○,○,○,○
99990,ほら,洞,名,W,1,,,,,○,
100000,ほらあな,洞穴,名,W,1,,,,○,○,
100010,ほらがい,△法×螺貝,名,H,2,,,,,○,
100020,ボランティア,volunteer,名,G,,,,,○,○,
100030,ほり,堀,名,W,1,○,,,,○,○
100040,ほりはじめる,掘り始める,下一他,W,,,,,,○,
100050,ほりょ,捕虜,名,K,3,○,,,,,
100060,ほる,掘る,五他,W,1,◎,,○,○,○,○
100070,ほる,彫る,五他,W,2,○,,,○,○,
100080,ボルト,volt,名,G,3,,,○,,,○
100090,ポルトガル,Portugal,名,G,,,,,○,,
100100,ポルトガルご,ポルトガル語,名,H,,,,,○,○,
100110,ぼろ,〈×襤×褸〉,名,W,1,,,,,○,
100120,ほろびる,滅びる・△亡びる,上一自,W,2,○,,○,,,○
100130,ほろぼす,滅ぼす・△亡ぼす,五他,W,2,,,○,,,○
100140,ぼろぼろ,,形動・副,W,1,,,,○,○,
100150,ぼろぼろぽんぽろ,〔固〕,名,W,,,,,,○,
100160,ほろりと,,副・ス自,W,,,,,○,○,
100170,ほん,本,名・連体・接頭・接尾,K,1,◎,○,○,○,○,○
100180,ぼん,盆,名,K,1,○,,○,,○,○
100190,ぽん,,副,W,,,,,,○,
100200,ぽん,（たぬき名）,名,W,,,,,,○,
100210,ほんかくてき,本格的,形動,K,3,○,,,,,
100220,ほんき,本気,名・形動,K,1,○,,,○,○,
100230,ほんぐもり,本曇り,名,H,,,,,○,○,
100240,ほんごく,本国,名,K,2,○,,,,,
100250,ホンコン,香港,名,G,,,,,○,,
100260,ほんしつ,本質,名,K,3,○,,,,,
100270,ほんじつ,本日,名,K,2,○,,,○,○,
100280,ほんしゅう,本州,名,K,2,○,,○,○,,
100290,ほんせん,本線,名,K,2,,,,,,○
100300,ほんだ,〔人名〕,名,H,,,,,,○,
100310,ほんだい,本代,名,K,2,○,,,,,
100320,ほんだな,本棚,名,H,1,○,,,○,○,○
100330,ぼんち,盆地,名,K,2,○,,,○,○,
100340,ほんてん,本店,名,K,2,○,,,,,
100350,ほんと,本△当,名,K,1,◎,,,○,○,
100360,ぽんと,,副,W,1,,,,○,○,
100370,ポンド,pound,名,G,3,,,○,,,○
100380,ほんとう,本当,名,K,1,,○,○,,,○
100390,ほんどう,本堂,名,K,1,,,,,○,
100400,ほんに,〔「本当に」の意味〕,副,H,,,,,,○,
100410,ほんにん,本人,名,K,2,○,,○,,,
100420,ほんねん,本年,名,K,2,○,,,○,○,
100430,ほんの,本の,連体,H,1,○,,○,,○,
100440,ほんのう,本能,名,K,3,○,,,,,
100450,ほんば,本場,名,H,3,○,,,,,
100460,ほんばこ,本箱,名,H,1,○,,○,○,○,
100470,ポンプ,〔蘭〕pomp,名,G,1,,,○,○,○,○
100480,ポンプしゃ,ポンプ車,名,H,,,,,,○,
100490,ほんぶり,本降り,名,H,2,,,,○,○,
100500,ほんぶん,本文,名,K,2,○,,,,,
100510,ボンベ,〔独〕Bonbe,名,G,,,,,○,○,
100520,ぼんぽろ,〔雨の音〕,副,W,,,,,,○,
100530,ぽんぽろぽんぽろ,〔雨の音〕,副,W,,,,,,○,
100540,ぽんぽろろん,,副,W,,,,,,○,
100550,ぽんぽん,,副・名,W,1,,,○,○,○,
100560,ぼんぼんどけい,ぼんぼん時計,名,H,,,,,,○,
100570,ほんみょう,本名,名,K,3,○,,,,,
100580,ほんもの,本物,名,H,1,○,,,○,○,
100590,ほんや,本屋,名,H,1,,,○,○,○,○
100600,ほんやく,翻訳,名・ス他,K,3,◎,,○,○,,○
100610,ぼんやり,,副・ス自,W,1,◎,,○,○,○,○
100620,ほんらい,本来,副・名,K,3,○,,,,,
100630,ま,間,名,W,1,○,,○,,○,○
100640,ま,真,名・接頭,W,1,,,○,,○,○
100650,ま,〔梵〕魔,名,G,2,,,○,,,
100660,まあ,,副・感,W,1,○,,○,,○,○
100670,マーガリン,margarine,名,G,,,,,○,○,
100680,マーク,mark,名・ス他,G,2,○,,,○,○,
100690,マーケット,market,名,G,2,,,,,○,
100700,マーシャ,〔人名〕,名,G,,,,,,○,
100710,マージャン,〔中〕△麻×雀,名,G,3,,,,,,○
100720,まあだ,,副,W,,,,,,○,
100730,まあまあ,,副・感,W,2,○,,,,,
100740,まあらんぶうにい,〔船名〕,名,W,,,,,,○,
100750,まあるい,,形,W,,,,,,○,
100760,まい,,助動,W,1,,,,○,○,
100770,まい,毎,接頭,K,1,○,,○,,○,○
100780,まい,枚,接尾,K,1,◎,○,○,○,○,○
100790,まい,舞,名,W,1,,,,,○,
100800,まい,,助動,W,,,,○,,,
100810,まいあがる,舞い上がる,五自,W,1,,,,,○,
100820,まいあさ,毎朝,名,H,1,◎,○,○,○,○,○
100830,まいおりる,舞い降りる,上一自,W,,,,,,○,
100840,まいかい,毎回,名,K,2,,,○,,,
100850,マイク,←microphone,名,G,2,○,,,○,○,
100860,マイクロホン,microphone,名,G,1,,,,○,○,
100870,まいげつ,毎月,名,K,1,,,,,,○
100880,マイケル,〔人名〕,名,G,,,,,,○,
100890,マイケルさん,〔人名〕,名,H,,,,,,○,
100900,まいご,《迷子》・△迷△児,名,W,1,○,,○,○,○,○
100910,まいしゅう,毎週,名,K,1,◎,,○,○,○,○
100920,まいつき,毎月,名,H,1,◎,,○,○,○,○
100930,まいった,,連語,W,,,,○,,,○
100940,まいど,毎度,名,K,1,,,○,,,
100950,まいとし,毎年,名,H,1,◎,,○,○,○,○
100960,マイナス,minus,名・ス他,G,3,○,,,,,
100970,まいにち,毎日,名,K,1,◎,○,○,○,○,○
100980,まいねん,毎年,名,K,1,◎,○,,○,,○
100990,まいばん,毎晩,名,K,1,◎,○,○,○,○,○
101000,まいよ,毎夜,名,H,1,,,○,,,
101010,まいり,参り,名,W,1,,,,,○,
101020,まいる,参る,五自,W,1,◎,,○,○,○,○
101030,まう,舞う,五自,W,1,○,,○,,○,
101040,まうえ,真上,名,W,1,,,,,○,
101050,マウリ,〔猫名〕,名,G,,,,,,○,
101060,まえ,前,名,W,1,◎,○,○,○,○,○
101070,まえあし,前足・前脚・前△肢,名,W,1,,,,,○,
101080,まえがき,前書き,名,W,2,,,○,,,
101090,まえかけ,前掛け,名,W,1,,,,○,○,
101100,まえむき,前向き,名,W,1,,,○,,,
101110,まかす,任す,五他,W,1,,,,,○,
101120,まかす,負かす,五他,W,1,,,,○,○,
101130,まかせる,任せる,下一他,W,1,○,,○,○,○,○
101140,まがり,曲がり,名,W,1,,,,,○,
101150,まがりかど,曲がり角,名,W,1,○,,,○,○,
101160,まがりくねる,曲がりくねる,五自,W,2,,,,○,○,
101170,まがる,曲がる,五自,W,1,◎,,○,○,○,○
101180,マカロニ,macaroni,名,G,,,,,○,○,
101190,まき,△薪,名,W,1,,,,,○,
101200,まきあげる,巻き上げる・×捲き揚げる,下一他,W,1,,,○,○,○,
101210,まきこむ,巻き込む・×捲き込む,五他,W,1,,,○,,,
101220,まきちらす,×撒き散らす,五他,W,1,,,○,○,○,
101230,まきつく,巻き付く,五自,W,1,,,,○,○,
101240,まきつける,巻き付ける,下一他,W,1,,,,○,○,
101250,まきば,牧場,名,W,1,,,,○,○,
101260,まく,巻く・×捲く,五自他,W,1,◎,,○,○,○,○
101270,まく,×蒔く・×撒く・×播く,五他,W,1,○,,○,○,○,○
101280,まく,幕,名・接尾,K,1,○,,○,○,○,○
101290,まく,膜,名,K,3,,,○,○,○,
101300,まくら,×枕,名,W,1,◎,,○,○,○,○
101310,まくる,×捲る,五他,W,1,,,○,○,○,
101320,まぐれ,,名,W,,,,,○,○,
101330,マグレガーさん,〔兎名〕,名,H,,,,,,○,
101340,まくれる,×捲れる,下一自,W,1,,,,○,○,
101350,まぐろ,×鮪,名,W,1,○,,,○,○,
101360,まけ,負け,名,W,1,○,,,,○,
101370,まけおしみ,負け惜しみ,名,W,1,,,○,○,○,
101380,まける,負ける,下一自他,W,1,◎,,○,○,○,○
101390,まげる,曲げる・×枉げる,下一他,W,1,◎,,○,○,○,○
101400,まご,孫,名,W,1,◎,,○,○,○,○
101410,まごがめ,孫亀,名,W,,,,,,○,
101420,まごころ,真心,名,W,1,,,,,○,
101430,まこちゃん,,名,H,,,,,,○,
101440,まごつく,,五自,W,1,○,,○,○,○,
101450,まこと,誠・△実・△真,名・副・感,W,2,,,○,,○,
101460,まことに,誠に・△真に・△実に,副,W,1,○,,○,,○,○
101470,まごまご,,副・ス自,W,1,○,,○,○,○,
101480,まさお,〔固〕,名,H,,,,,,○,
101490,まさか,,副,W,2,○,,○,○,○,○
101500,まさつ,摩擦,名・ス自他,K,2,○,,○,,,○
101510,まさに,正に,副,W,2,○,,,,,
101520,まさり,勝り・△優り,名,W,2,,,○,,,
101530,まさる,勝る・△優る,五自,W,2,○,,○,,,○
101540,まさる,〔固〕,名,W,,,,,,○,
101550,まざる,交ざる・混ざる・△雑ざる,五自,W,1,○,,○,○,○,○
101560,まし,増し,名・形動,W,2,,,,,○,
101570,ましかく,真四角,名,H,1,,,,○,○,
101580,マジック,magic,名,G,3,,,,○,○,
101590,まして,△況して,副,W,2,○,,,,,
101600,まじない,×呪い,名,W,1,,,,,○,
101610,まじなう,×呪う,五他,W,1,,,,,○,
101620,まじめ,〈真面目〉,形動,W,1,◎,,○,○,○,○
101630,まじる,交じる・混じる,五自,W,1,◎,,○,○,○,○
101640,ましろ,〔兎名〕,名,W,,,,,,○,
101650,まじわる,交わる,五自,W,1,○,,○,○,○,○
101660,ます,,助動,W,1,,,○,○,○,○
101670,ます,升・×枡,名,W,1,,,○,,○,
101680,ます,増す,五自他,W,2,○,,○,,,○
101690,まず,,副,W,1,◎,,○,○,○,○
101700,まずい,,形,W,1,◎,○,○,○,○,○
101710,マスク,mask,名,G,1,○,,,○,○,
101720,マスコット,mascot,名,G,3,,,,○,○,
101730,まずしい,貧しい,形,W,1,◎,,○,○,○,○
101740,マスター,master,名・ス他,G,,,,○,,,
101750,ますます,△益・△益△益,副,W,1,◎,,○,○,○,○
101760,まする,,助動,W,1,,,,,○,
101770,まぜる,交ぜる・混ぜる,下一他,W,1,◎,,○,○,○,○
101780,また,×股・×叉,名,W,1,○,,,○,○,
101790,また,又・△復・×亦,名・副・接,W,1,◎,,○,○,○,○
101800,まだ,△未だ,副,W,1,◎,○,○,○,○,○
101810,またあした,,感,W,,,,○,,,
101820,またがる,×跨る・×股がる,五自,W,1,○,,○,○,○,
101830,またぐ,×跨ぐ,五他,W,1,○,,○,○,○,
101840,または,又は,接,W,2,◎,,○,○,,○
101850,またまた,又又,副,W,,,,,,○,
101860,まだまだ,△未だ△未だ,副,W,1,,,○,,○,
101870,まだら,×斑,名,W,1,,,,○,○,
101880,まち,町・街,名,W,1,◎,,○,○,○,○
101890,まち,待ち,名,W,1,,,,,○,
101900,まちあいしつ,待合室,名,H,1,○,,,○,○,
101910,まちあわせ,待ち合わせ,名,W,1,○,,,,,
101920,まちあわせる,待ち合わせる,下一自,W,1,○,,○,○,○,○
101930,まちがい,間違い,名,W,1,◎,,○,○,○,○
101940,まちがう,間違う,五自他,W,1,◎,,○,○,○,○
101950,まちがえる,間違える,下一他,W,1,◎,,○,○,○,○
101960,まちかど,街角・町角,名,W,1,,,,,○,
101970,まちかねる,待ち兼ねる,下一他,W,2,,,○,,,
101980,まちかまえる,待ち構える,下一他,W,1,,,,○,○,
101990,まちくたびれる,待ちくたびれる,下一自,W,,,,,○,○,
102000,まちじゅう,町中,名,H,,,,,,○,
102010,まちどおしい,待ち遠しい,形,W,1,○,,○,○,○,
102020,まちのぞむ,待ち望む,五他,W,2,○,,,,,
102030,まちまち,,形動,W,1,,,○,,,
102040,まつ,待つ,五他,W,1,◎,○,○,○,○,○
102050,まつ,松,名,W,1,◎,,○,○,○,○
102060,まつ,末,名,W,2,○,,○,,,○
102070,まっか,《真っ赤》,名,W,1,○,,○,○,○,○
102080,マック,〔鴨名〕,名,G,,,,,,○,
102090,マックス,〔人名〕,名,G,,,,,,○,
102100,まっくら,真っ暗,名,W,1,○,,○,○,○,
102110,まっくろ,真っ黒,名,W,1,○,,○,○,○,○
102120,まっくろい,真っ黒い,形,W,,,,,,○,
102130,まっくろけ,真っ黒け,形動,W,,,,,,○,
102140,まつげ,×睫・×睫毛,名,W,2,,,,,○,○
102150,マッサージ,massage,名・ス他,G,2,,,,○,○,
102160,まっさいちゅう,真っ最中,名,H,1,,,○,○,○,
102170,まっさお,《真っ青》,名,W,1,○,,○,○,○,
102180,まっさき,真っ先,名,W,1,,,○,○,○,
102190,まっしろ,真っ白,名,W,1,○,,○,○,○,○
102200,まっしろい,真っ白い,形,W,1,○,,○,,○,
102210,まっすぐ,真っ△直ぐ,副・形動,W,1,◎,○,○,○,○,○
102220,まったく,全く,副,W,1,◎,,○,○,○,○
102230,まつたけ,松×茸,名,W,1,,,,,○,○
102240,まつたにみよこ,〔固〕,名,H,,,,,,○,
102250,マッチ,match（燐寸）,名,G,1,◎,○,○,○,○,○
102260,マット,mat,名,G,3,,,,○,○,
102270,まつばやし,松林,名,W,1,,,,,○,
102280,まっぷたつ,真っ二つ,名,W,1,,,○,,,
102290,まつもと,松本,名,W,,,,,○,,
102300,まつやま,松山,名,W,2,,,,○,,
102310,まつり,祭り,名,W,1,◎,,○,○,○,○
102320,まつる,祭る・×祀る,五他,W,1,○,,○,,○,○
102330,まで,,副助,W,1,,○,○,○,○,○
102340,までも,,連語,W,,,,○,,,
102350,マデロン,〔家鴨名〕,名,G,,,,,,○,
102360,まと,的,名,W,1,○,,○,○,○,
102370,まど,窓,名,W,1,◎,○,○,○,○,○
102380,まどぐち,窓口,名,W,1,○,,○,,,○
102390,まとまり,×纏まり,名,W,1,,,,,○,
102400,まとまる,×纏まる,五自,W,1,○,,○,○,○,○
102410,まとめ,×纏め,名,W,1,○,,,,○,
102420,まとめる,×纏める,下一他,W,1,◎,,○,○,○,○
102430,マドリード,Madrid,名,G,,,,,,○,
102440,マドレーヌ,〔人名〕,名,G,,,,,,○,
102450,まないた,×俎板・×俎,名,W,1,,,,○,○,
102460,まなぶ,学ぶ,五他,W,2,○,,○,○,○,○
102470,まにあう,間に合う,五自,W,1,◎,,○,○,○,○
102480,マニラ,Manila,名,G,,,,,○,,
102490,まぬけ,間抜け,名,W,2,,,,,○,
102500,まね,〈真似〉,名,W,1,◎,,○,○,○,○
102510,まねき,招き,名,W,1,,,,,○,
102520,マネキンにんぎょう,マネキン人形,名,H,,,,,○,○,
102530,まねく,招く,五他,W,1,◎,,○,○,○,○
102540,まねごと,〈真似〉事,名,W,2,,,,,○,
102550,まねる,〈真似〉る,下一他,W,1,○,,○,○,○,○
102560,まばたき,△瞬き,名,W,1,,,,○,○,
102570,まばゆい,目△映い・×眩い,形,W,1,,,○,,○,
102580,まひ,麻×痺,名・ス自,K,3,○,,,,,
102590,まぶしい,×眩しい,形,W,1,○,,○,○,○,○
102600,まぶす,,五他,W,2,,,,○,○,
102610,まぶた,×瞼,名,W,1,○,,,○,○,
102620,マフラー,muffler,名,G,3,○,,,○,○,
102630,まほう,魔法,名,K,1,,,○,○,○,
102640,まほうつかい,魔法使い,名,H,1,,,,○,○,
102650,まほうびん,魔法瓶,名,H,2,,,,○,○,
102660,まま,間間,副,W,1,,,,,○,
102670,ママ,mam(m)a,名,G,1,,,○,○,○,
102680,まま,×侭,名,W,1,◎,,,,○,
102690,まま,儘,名・接助,W,,,,○,○,,○
102700,ままごと,△飯事,名,W,1,,,,○,○,
102710,まみちゃん,〔人名〕,名,H,,,,,,○,
102720,まみれ,△塗れ,名,W,1,○,,,,○,
102730,まみれる,△塗れる,下一自,W,1,,,○,,○,
102740,まめ,豆,名,W,1,◎,,○,○,○,○
102750,まめた,〔人名〕,名,W,,,,,,○,
102760,まめつ,摩滅・磨滅,名・ス自,K,3,,,○,,,
102770,まめでんきゅう,豆電球,名,H,,,,,○,○,
102780,まめまき,豆×撒き,名,W,1,,,,○,○,
102790,まもう,磨耗,名,K,,,,○,,,
102800,まもなく,間も無く,副,W,1,○,,○,○,○,○
102810,まもり,守り,名,W,1,,,,,○,
102820,まもる,守る・△護る,五他,W,1,◎,,○,○,○,○
102830,まゆ,×眉,名,W,1,○,,○,○,○,
102840,まゆ,繭,名,W,1,,,,,○,
102850,まゆげ,×眉毛,名,W,1,○,,,○,○,○
102860,まよい,迷い,名,W,1,,,,,○,
102870,まよう,迷う,五自,W,1,◎,,○,○,○,○
102880,まよなか,真夜中,名,W,1,,,○,○,○,○
102890,まよなかごろ,真夜中頃,名,W,,,,,,○,
102900,マヨネーズ,〔仏〕mayonnaise,名,G,2,○,,,○,○,
102910,まよわす,迷わす,五他,W,1,,,,,○,
102920,マラードおくさん,,名,H,,,,,,○,
102930,マラードさん,,名,H,,,,,,○,
102940,マラソン,Marathon,名,G,2,,,,○,○,
102950,まり,×毬・×鞠,名,W,1,,,○,○,○,
102960,マリア,,名,G,,,,,,○,
102970,マリーちゃん,,名,H,,,,,,○,
102980,まりつき,×鞠突き,名,W,1,,,,,○,
102990,まる,丸,名・接尾,W,1,◎,○,○,○,○,○
103000,まるい,円い・丸い,形,W,1,◎,○,○,○,○,○
103010,まるた,丸太,名,H,1,,,,○,○,
103020,まるだし,丸出し,名,W,1,,,○,,,
103030,まるたんぼう,丸△太棒,名,H,,,,,,○,
103040,マルチン,〔人名〕,名,G,,,,,,○,
103050,まるっこい,丸っこい,形,W,,,,,○,○,
103060,まるで,,副,W,1,◎,,○,○,○,○
103070,まるのみ,丸×呑み,名,W,1,,,○,,,
103080,まるめる,丸める,下一他,W,1,○,,○,○,○,
103090,まれ,×稀・△希,形動,W,3,○,,○,,,○
103100,マレーシア,Malaysia,名,G,,,,,○,,
103110,まわし,回し・×廻し,名,W,1,,,,,○,
103120,まわす,回す・×廻す,五他,W,1,◎,,○,○,○,○
